rho,rep,seed,miae,rmise,beta_mae,beta_rmse,se_beta_nonzero,ppv_beta_nonzero,spe_beta_nonzero,npv_beta_nonzero,se_const_zero,ppv_const_zero,spe_const_zero,npv_const_zero,se_const_nonzero,ppv_const_nonzero,spe_const_nonzero,npv_const_nonzero,se_vary,ppv_vary,spe_vary,npv_vary
0.1,24,147,0.011620505031766648,0.023737684894605468,0.002195708146151277,0.003995137352874244,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,0.9,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8444444444444444,1.0,1.0,0.975177304964539
0.1,25,148,0.01389956511757057,0.0290109774987794,0.003185682986949544,0.005202186856840313,1.0,1.0,1.0,1.0,1.0,0.9401709401709402,0.86,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.7333333333333333,1.0,1.0,0.9581881533101045
0.1,26,149,0.01178390199497838,0.024067096034616268,0.010152357098072577,0.014932615707785262,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,0.9,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8222222222222222,1.0,1.0,0.9717314487632509
0.1,27,150,0.015181302750530942,0.029354027188860588,0.008930066121757655,0.017032538616780696,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.89,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8,1.0,1.0,0.9683098591549296
0.1,28,151,0.013808329816497728,0.027959165749294582,0.008858680880969857,0.011504990855336702,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.89,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8222222222222222,1.0,1.0,0.9717314487632509
0.1,29,152,0.012656625267863672,0.026501832940476523,0.004851713440425337,0.00786315416929284,1.0,1.0,1.0,1.0,1.0,0.9482758620689655,0.88,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8,1.0,1.0,0.9683098591549296
0.5,0,123,0.022490522096270327,0.0403633229756424,0.004611427770333963,0.007658687885577178,1.0,1.0,1.0,1.0,1.0,0.9282700421940928,0.83,1.0,0.9090909090909091,1.0,1.0,0.9814814814814815,0.7333333333333333,1.0,1.0,0.9581881533101045
0.5,1,124,0.015083433235592298,0.02967749944849383,0.013636243965701506,0.015941140880671653,1.0,1.0,1.0,1.0,1.0,0.944206008583691,0.87,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7777777777777778,1.0,1.0,0.9649122807017544
0.5,2,125,0.014742974691448037,0.02885090519131024,0.0024646274272967727,0.0038976203572418126,1.0,1.0,1.0,1.0,1.0,0.9606986899563319,0.91,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8444444444444444,1.0,1.0,0.975177304964539
0.5,3,126,0.016333496582909893,0.031052120644598866,0.002889740959576301,0.005920431596353762,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.89,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8,1.0,1.0,0.9683098591549296
0.5,4,127,0.01727219676159237,0.03346341102049808,0.004657469107673358,0.0073872882320721745,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,0.9,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8222222222222222,1.0,1.0,0.9717314487632509
0.5,5,128,0.020040024563686098,0.03784466384169735,0.0035497911414894175,0.005906126844457739,1.0,1.0,1.0,1.0,1.0,0.9401709401709402,0.86,1.0,0.9272727272727272,1.0,1.0,0.9851301115241635,0.7777777777777778,1.0,1.0,0.9649122807017544
0.5,6,129,0.013861897570366398,0.02675871914624411,0.007967468376027586,0.01272017120998453,1.0,1.0,1.0,1.0,1.0,0.9606986899563319,0.91,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8666666666666667,1.0,1.0,0.9786476868327402
0.5,7,130,0.015463079125428936,0.030701417911696727,0.0037471114394818776,0.007166176035681585,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,0.9,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8444444444444444,1.0,1.0,0.975177304964539
